#separator:tab
#html:true
#tags column:9
ところだ	Sắp sửa	時刻は間もなく３じになるところだ。	Sắp sửa đến 3h rồi.			Diễn tả một hành động hay một sự thay đổi ở vào giai đoạn “ngay trước khi xảy ra”.	<div>V-る + ところだ</div><div>Lưu ý: ところだった Suýt nữa</div>	thoigian.diadiem
Phản chiếu, được chiếu	[映[うつ]]る							五段動詞 自動詞
Chiếu, phản chiếu	[映[うつ]]す							五段動詞 他動詞
Ngập, ngâm, đắm mình	[浸[ひた]]かる<br>[漬[つ]]かる			漬かる chỉ dùng cho những đồ ngâm như muối dưa cà, trái cây ngâm đường, cà dầm tương,...				五段動詞 自動詞
Ngâm, chấm;<br>Tẩm ướp	[浸[ひた]]ける<br>[漬[つ]]ける							一段動詞 他動詞
Nổi lên, lơ lửng;<br>Nghĩ ra	[浮[う]]かぶ							五段動詞 自動詞
Làm nổi;<br>Bày tỏ, biểu lộ	[浮[う]]かべる							一段動詞 他動詞
Nổi;<br>Lung lay, nghiêng, lệch;<br>Dư ra, tách biệt;	[浮[う]]く							五段動詞 自動詞
もぐる：Lặn, đâm đầu xuống<br>くぐる：Chui qua	[潜[もぐ]]る・[潜[もぐ]]る							五段動詞 自動詞
Nhảy;<br>(Chất lỏng) bắn ra;<br>Bị xe tông　跳ねられる	[跳[は]]ねる							一段動詞 自動詞
Mang trên lưng;<br>Gánh vác	[背負[せお]]う			=おんぶする				五段動詞 他動詞
Đuổi theo	[追[お]]う							五段動詞 他動詞
Chạy theo, đuổi theo sau	[追[お]]いかける							一段動詞 他動詞
Đuổi kịp	[追[お]]いつく							五段動詞 自動詞
Vượt qua (luồn lách, đổi hướng)	[追[お]]い[越[こ]]す							五段動詞 他動詞
Tha động từ: quay lại, nhìn về phía sau<br>Tự động từ: làm ngơ, không quan tâm	[振[ふ]]り[向[む]]く							五段動詞 動詞
Bắt (thú, vật)	[捕[と]]る							五段動詞 他動詞
Tuyển chọn	[採[と]]る	気に入った品を<b>採る</b><br>新卒者を<b>採る</b>						五段動詞 他動詞
Dẫn đầu, đảm nhiệm;<br>Cầm, nắm giữ;<br>Thực hành	[執[と]]る							五段動詞 他動詞
Nhặt lên;<br>Thu, lấy, cướp, tước bỏ;<br>Tiếp nhận;<br>Bàn luận	[取[と]]り[上[あ]]げる							一段動詞 他動詞
Thu hoạch, áp dụng	[取[と]]り[入[い]]れる							一段動詞 他動詞
Gọt, bào, giũa	[削[けず]]る	鉛筆を<b>削る</b>						五段動詞 他動詞
Trói, buộc	[縛[しば]]る	古新聞をひもで<b>縛る</b><br>後ろ手に<b>縛る</b>						五段動詞 他動詞
Vắt<br>(bằng cách vặn xoắn)	[絞[しぼ]]る							五段動詞 他動詞
Xoay quanh, quay;<br>Vòng quanh	[回[まわ]]る							五段動詞 自動詞
Xoay, quay;<br>Gửi, truyền, chuyển	[回[まわ]]す							五段動詞 他動詞
(văn chương, lời nói)<br>ngắt đoạn	[句切[くぎ]]る	一言一言<b>句切って</b>話す						五段動詞 他動詞
Lắp ghép;<br>Đan, bện;<br>Hợp tác	[組[く]]む							五段動詞 他動詞
Lắp ráp	[組[く]]み[立[た]]てる							一段動詞 他動詞
có thêm	[加[くわ]]わる	会員が新しく<b>加わる</b><br>要素が<b>加わる</b><br>貫禄が<b>加わる</b>	あるものに、さらに他のものが添えられてその<b>数・量・程度</b>が増す。					五段動詞 自動詞
Thêm vào	[加[くわ]]える							一段動詞 他動詞
Hoàn thành<br>(Giai đoạn hoàn thiện)	[仕上[しあ]]がる							五段動詞 自動詞
Hoàn thành, kết thúc<br>(Giai đoạn hoàn thiện)	[仕上[しあ]]げる							一段動詞 他動詞
Tình cờ đi ngang qua<br>(và có gì đó)	[通[とお]]り[掛[か]]かる							五段動詞 自動詞
Bay loanh quanh;<br>Chạy tới chạy lui (vội vàng)	[飛[と]]び[回[まわ]]る							五段動詞 自動詞
Xoay quanh, dạo quanh, vòng quanh;<br>Lặp lại, tuần hoàn;	巡る							五段動詞 自動詞
Đền bù, bù đắp;<br>Bổ sung	[補[おぎな]]う							五段動詞 他動詞
Phòng, chống	[防[ふせ]]ぐ							五段動詞 他動詞
Cứu, giúp	[救[すく]]う							五段動詞 他動詞
Ngoại trừ;<br>Loại bỏ	[除[のぞ]]く							五段動詞 他動詞
Bỏ những cái không cần thiết (ngay trên bản gốc);<br>Tiết kiệm	[省[はぶ]]く							五段動詞 他動詞
Nhầm, mắc lỗi	[誤[あやま]]る							五段動詞 自動詞
Cướp đoạt, trấn lột	[奪[うば]]う							五段動詞 他動詞
Cất đi, đưa vào	[仕舞[しま]]う							五段動詞 他動詞
Lười biếng	[怠[なま]]ける							一段動詞 他動詞 自動詞
Đánh mất, bỏ lỡ	[失[うしな]]う							五段動詞 他動詞
Tấn công	[攻[せ]]める							一段動詞 他動詞
Liếc, lườm;<br>Nhìn chăm chăm chú ý	[睨[にら]]む							五段動詞 他動詞
Đổ lỗi;<br>Trách móc	[責[せ]]める							一段動詞 他動詞
Phản bội, phụ lòng;	[裏切[うらぎ]]る							五段動詞 他動詞
Dựa dẫm, dựa vào	[頼[たよ]]る							五段動詞 自動詞
Gặp phải<br>(chuyện không mong muốn)	[遭[あ]]う							五段動詞 自動詞
Ra dấu để mời gọi	[招[まね]]く	手を振って<b>招く</b>						五段動詞 他動詞
Bị bắt;<br>Bị vướng/mắc vào;<br>Bị lừa	[引[ひ]]っ[掛[か]]かる							五段動詞 自動詞
Mắc;<br>Lừa đảo;<br>Dội, nhổ, bắn	[引[ひ]]っ[掛[か]]ける							一段動詞 他動詞
Lật ngược, đảo lộn;<br>Ngã	ひっくり[返[かえ]]る							五段動詞 自動詞
Đảo lộn, lật ngược	ひっくり[返[かえ]]す							五段動詞 他動詞
Lệch	ずれる							一段動詞 自動詞
Làm lệch;<br>Lùi lại (lịch trình)	ずらす							五段動詞 他動詞
Sụp đổ, suy sụp;<br>Bị phá vỡ, lở;	[崩[くず]]れる							一段動詞 自動詞
Phá hủy, làm biến dạng	[崩[くず]]す	崖 (がけ) を<b>崩して</b>道を整備する<br>足場を<b>崩す</b>						五段動詞 他動詞
Bão bùng;<br>Bị bỏ hoang;<br>Loạn;<br>(Da) nứt nẻ	[荒[あ]]れる							一段動詞 自動詞
Làm lộn xộn, tung tóe	[荒[あ]]らす	子供に机の中を<b>荒らされる</b>						五段動詞 他動詞
Thừa nhận, thú nhận;	[認[みと]]める							一段動詞 他動詞
Nhìn lại, xem lại;<br>Rà soát	[見直[みなお]]す							五段動詞 他動詞
Quen mắt, quen thuộc	[見慣[みな]]れる							一段動詞 自動詞
mua	[求[もと]]める	古書を<b>求める</b>						一段動詞 他動詞
Lộ, rò rỉ;<br>Bỏ sót, thiếu;<br>Bị loại	[漏[も]]れる							一段動詞 自動詞
Làm lộ, rò rỉ;	[漏[も]]らす							五段動詞 他動詞
Ra (quả, cành);	[生[な]]る							五段動詞 自動詞
Bị cháy, khê	[焦[こ]]げる							一段動詞 自動詞
Trái lại;<br>Làm trái, làm phản	[反[はん]]する							サ行変格活用 動詞
Phồng, sưng<br>(do nguyên nhân bất thường)	[膨[ふく]]れる	腹が<b>膨れる</b>						一段動詞 自動詞
Phình lên (một cách tự nhiên)	[膨[ふく]]らむ	木の芽が<b>膨らむ</b><br>かばんが<b>膨らむ</b>						五段動詞 自動詞
Thổi phồng, làm phồng	[膨[ふく]]らます							五段動詞 他動詞
Nhọn, sắc	[尖[とが]]る							五段動詞 自動詞
Áp dụng;<br>Phù hợp	[当[あ]]てはまる							五段動詞 自動詞
Đi theo;<br>Nhận (chức vụ)	[就[つ]]く							五段動詞 自動詞
Đảm nhiệm, phụ trách	[受[う]]け[持[も]]つ	一年生を<b>受け持つ</b><br>この地区の配達を<b>受け持つ</b>		=担当<br>= 引き受ける				五段動詞 他動詞
Thuận theo	[従[したが]]う							五段動詞 自動詞
Lẩm bẩm một mình	[呟[つぶや]]く							五段動詞 自動詞
Bày tỏ, trình bày	[述[の]]べる							一段動詞 他動詞
Tỉnh giấc, bừng tỉnh;<br>Tự nhận thức	[目覚[めざ]]める							一段動詞 自動詞
Chỉ có, chỉ giới hạn ở;<br>Là tốt nhất	[限[かぎ]]る							五段動詞 他動詞
Nghiêng, lệch về một phía;	[片寄[かたよ]]る							五段動詞 自動詞
Không cân xứng;<br>Thiên vị, không công bằng	[偏[かたよ]]る			Thường dùng: 栄養が偏る　dinh dưỡng không cân đối				五段動詞 自動詞
Nhạt đi, phai nhòa;	[薄[うす]]まる							五段動詞 自動詞
Làm loãng	[薄[うす]]める							一段動詞 他動詞
Nhạt dần, phai dần	[薄[うす]]れる	色が<b>薄れる</b><br>霧が<b>薄れる</b>						一段動詞 自動詞
Trong suốt	[透[す]]き[通[とお]]る	湖の底まで<b>透き通って</b>いる						五段動詞 自動詞
Dịu bớt, nguôi đi<br>(dùng cho sự hỗn loạn, cơn đau, thần linh)	[鎮[しず]]まる							五段動詞 自動詞
Trấn tĩnh<br>(dùng cho âm thanh, cảm giác)	[静[しず]]める							一段動詞 他動詞
Ưu tú, xuất sắc;<br>Tốt (sức khỏe)	[優[すぐ]]れる							一段動詞 自動詞
Ôn hòa, ổn định;<br>Bình tĩnh	[落[お]]ち[着[つ]]く							五段動詞 自動詞
Kéo dài<br>(hơn so với dự định, làm mất thời gian)	[長引[ながび]]く							五段動詞 自動詞
Trở nên yếu, sa sút	[衰[おとろ]]える			= 弱くなる				一段動詞 自動詞
Lắp đặt sẵn	[備[そな]]わる	公共施設の<b>備わった</b>都市						五段動詞 自動詞
Chuẩn bị, phòng bị;<br>Trang bị, lắp đặt;<br>Sẵn có	[備[そな]]える							一段動詞 他動詞
Tích trữ, tiết kiệm;<br>Tích lũy;	[蓄[たくわ]]える							一段動詞 他動詞
Chuẩn bị xong xuôi	[調[ととの]]う	材料が<b>調う</b><br>準備が<b>調う</b>						五段動詞 自動詞
Chuẩn bị (cho đúng, trật tự, cho tiện);<br>Điều chỉnh (cho dễ vận hành)	[整[ととの]]える							一段動詞 他動詞
Bao phủ	[覆[おお]]う							五段動詞 他動詞
Chiếu sáng	[照[て]]る							五段動詞 自動詞
Chiếu sáng, chiếu theo;	[照[て]]らす							五段動詞 他動詞
Nhuộm;<br>Nhiễm (cái xấu)	[染[そ]]まる							五段動詞 自動詞
Nhuộm;<br>Nhúng	[染[そ]]める							一段動詞 他動詞
Chồng chéo lên nhau, trùng nhau;<br>Gấp đôi;<br>Lưu ban	ダブる							五段動詞 自動詞
Ngưỡng mộ;<br>Mong ước, mơ ước, khát khao	[憧[あこが]]れる							一段動詞 自動詞
Đố kỵ, ghen tị	[羨[うらや]]む							五段動詞 他動詞
Từ bỏ, bỏ cuộc	[諦[あきら]]める							一段動詞 他動詞
Ngạc nhiên (tiêu cực);<br>Cạn lời, bó tay	[呆[あき]]れる							一段動詞 自動詞
Khiếp sợ, lo sợ;	[恐[おそ]]れる							一段動詞 他動詞
Ghét	[恨[うら]]む	冷たい態度を<b>恨む</b>	ひどい仕打ちをした相手を憎く思う気持ちをもちつづける。	dùng cho những thứ gây bất lợi cho mình				五段動詞 他動詞
An ủi	[慰[なぐさ]]める							一段動詞 他動詞
Nội thất;<br>Nội tâm (nghĩa bóng)	インテリア							名詞
Góc, phần	コーナー							名詞
Quầy hàng, quầy tính tiền;<br>Máy đếm;<br>Phản đòn	カウンター							名詞
Khoảng trống, không gian	スペース							名詞
Mở, mở cửa;<br>Cởi mở	オープン							スル 名詞 形容動詞
Trung tâm, ở giữa	センター							名詞
Văn hóa	カルチャー							名詞
Bùng nổ, trào lưu;<br>Sự thịnh hành	ブーム							名詞
Thông tin	インフォメーション							名詞
Bắt lấy, chộp	キャッチ							スル 名詞
Truyền thông, mạng xã hội;	メディア							名詞
Bình luận	コメント							スル 名詞
Cột;<br>Bài luận	コラム							名詞
Câu chuyện (dẫn chứng);<br>Chương, phần	エピソード							名詞
Chứng cứ ngoại phạm	アリバイ							名詞
Loạt, chuỗi;	シリーズ							名詞
Điểm cần chú ý, điểm mấu chốt	ポイント							スル 名詞
Chìa khóa;<br>Phím;<br>Móc treo chìa khóa	キー							名詞
Thuần thục;<br>Thạc sĩ	マスター							スル 名詞
Việc kinh doanh	ビジネス							名詞
Nghề nghiệp;<br>Nơi cho đồ lên để vận chuyển (chỗ sau xe đạp, nóc ô tô);<br>Kinh nghiệm;<br>Nhà mạng	キャリア							名詞
Chuyên gia, có kinh nghiệm	ベテラン							名詞
Tự do, độc thân (FA);<br>Làm tự do;<br>Miễn phí	フリー							形容動詞
Nền kinh tế;<br>Rẻ tiền<br>(Vé máy bay) hạng phổ thông	エコノミー							名詞
Tiền mặt;<br>Bộ nhớ cache	キャッシュ							名詞
Lạm phát	インフレ							名詞
Cuộc biểu tình;<br>Thuyết trình;<br>Bản thử nghiệm demo	デモ							名詞
Nhà chế tạo, nhà sản xuất	メーカー							名詞
Hệ thống	システム							名詞
Trường hợp	ケース							名詞
Mẫu, kiểu;<br>Mô típ	パターン							名詞
Kế hoạch;<br>Gói cước	プラン							名詞
Rắc rối, sự cố	トラブル							名詞
Lỗi	エラー							名詞
Sự phàn nàn, khiếu nại	クレーム							名詞
Hủy bỏ	キャンセル							スル 名詞
Dừng lại	ストップ							スル 名詞
Cắt bớt, giảm bớt	カット							スル 名詞
Bao bọc, che	カバー							スル 名詞
Hồi phục chức năng	リハビリ							名詞
áp lực tinh thần	プレッシャー							名詞
Tư vấn	カウンセリング							名詞
Nhân cách, tính cách	キャラクター							名詞
Độc nhất	ユニーク							名詞 形容動詞
Lơ đễnh, cẩu thả, hời hợt;<br>Lỏng lẻo	ルーズ							形容動詞
Lãng mạn	ロマンチック							名詞 形容動詞
Có khiếu, có gu (ăn mặc, ăn uống);<br>Giác quan, cảm nhận	センス							名詞
Hệ sinh thái, sinh thái học	エコロジー							名詞
Đê	ダム	"<img src=""paste-8a0eec46862655edcb332e07ae43b5f6a2d77b1a.jpg"">"			"<img src=""paste-9010a657fee3a2d8fd04ac03d1080cf912919109.jpg"">"			名詞
Bê tông	コンクリート							名詞
đơn giản	[単[たん]][純[じゅん]]							名詞 形容動詞
Ngây thơ, trong sáng;<br>Nguyên chất, tinh khiết	[純粋[じゅんすい]]							名詞 形容動詞
Trong suốt	[透明[とうめい]]	<b>透明な</b>ガラス						名詞 形容動詞
Chân thành, thật thà, chất phác	[素直[すなお]]	"<b>素直</b>に答えればいい<br><b>素直</b>に謝りに行く<span style=""color: rgb(79, 79, 79);""><br></span>"						名詞 形容動詞
Trực tính, thẳng thắn	[率直[そっちょく]]							名詞 形容動詞
Thành thật, thật thà	[誠実[せいじつ]]							名詞 形容動詞
Khiêm tốn<br>(đức tính)	[謙虚[けんきょ]]							名詞 形容動詞
Khiêm tốn<br>(cách ứng xử)	[謙遜[けんそん]]							スル 名詞 形容動詞
Thông minh, khôn ngoan<br>(dùng cho người &lt;=)	[賢[かしこ]]い							形容詞
Thận trọng	[慎重[しんちょう]]							名詞 形容動詞
Yên ả, ôn hòa;<br>Điềm đạm	[穏[おだ]]やか							名詞 形容動詞
Nghiêm túc<br>(dùng cho hành động)	[真剣[しんけん]]							名詞 形容動詞
Chính thức	[正式[せいしき]]							名詞 形容動詞
Chính, chủ yếu　(部分、問題)	[主[あるじ]]							名詞 形容動詞
Chủ chốt, mấu chốt, chủ yếu	[主要[しゅよう]]							名詞 形容動詞
Quý giá, đáng quý	[貴重[きちょう]]							名詞 形容動詞
Vĩ đại	[偉大[いだい]]							名詞 形容動詞
Đáng ngưỡng mộ;<br>Địa vị cao	[偉[えら]]い							形容詞
Đặc thù, đặc biệt<br>(đặc điểm nổi bật)	[特殊[とくしゅ]]							名詞 形容動詞
Kỳ lạ, lạ lùng	[奇妙[きみょう]]							名詞 形容動詞
Lạ thường, khác lạ	[妙[みょう]]							名詞 形容動詞
Đáng nghi, nghi ngờ<br>(cảm giác)	[怪[あや]]しい							形容詞
Bất thường	[異常[いじょう]]							名詞 形容動詞
độ cao tính từ mực nước biển	[高度[こうど]]	一万メートルの<b>高度</b>で飛ぶ	高さの度合い。海水面からの高さ。					名詞 形容動詞
Thay mới<br>(bằng cái cùng loại)	[新[あら]]た							名詞 形容動詞
Tính hợp lý	[合理[ごうり]][的[てき]]							形容動詞
Tinh xảo, khéo léo;<br>Giỏi, có tài lẻ	[器用[きよう]]							名詞 形容動詞
Nhẹ nhàng, dễ dàng	[手軽[てがる]]	<b>手軽な</b>食事<br><b>手軽</b>に扱えるカメラ	手数がかからず、簡単なさま。					名詞 形容動詞
Vừa tay;<br>Hợp lý, phù hợp	[手[て]]ごろ							名詞 形容動詞
đắt	[高価[こうか]]							名詞 形容動詞
Xa hoa, xa xỉ, sang trọng<br>(phong cách sống);<br>Phung phí	[贅沢[ぜいたく]]							名詞 形容動詞
Đạm bạc, giản dị<br>(phong cách sống)	[質素[しっそ]]							名詞 形容動詞
Cao cấp	[高級[こうきゅう]]							名詞 形容動詞
Xịn, thượng hạng, cao cấp;<br>Chơi luôn, chấp hết!	[上等[じょうとう]]							名詞 形容動詞
Lịch thiệp, tao nhã, sang trọng, quý phái	[上品[じょうひん]]							名詞 形容動詞
Mức độ vừa phải, điều độ	[適度[てきど]]							名詞 形容動詞
Thích hợp, thích đáng	[適切[てきせつ]]	<b>適切</b>に判断する<br><b>適切な</b>表現	状況・目的などにぴったり当てはまること。<br>その場や物事にふさわしいこと。<br>また、そのさま。	mức hoàn hảo, vừa khít, không tì vết				名詞 形容動詞
Dễ chịu, sảng khoái	[快適[かいてき]]							名詞 形容動詞
Dễ chịu, thoải mái;<br>Sẵn lòng, vui lòng	[快[こころよ]]い							形容詞
Thuận lợi, trôi chảy;<br>Tốt;	[順調[じゅんちょう]]							名詞 形容動詞
Sôi nổi, hoạt bát	[活発[かっぱつ]]	<b>活発な</b>子供<br><b>活発な</b>論議<br>火山活動が<b>活発</b>になる						名詞 形容動詞
Sống động	[活気[かっき]]							名詞 形容動詞
chính xác	[的[てき]][確[かく]]			Văn nói đọc là てっかく				名詞 形容動詞
Chắc chắn tuyệt đối, chính xác	[確実[かくじつ]]							名詞 形容動詞
Sáng tỏ	[明[あき]]らか							名詞 形容動詞
Mơ hồ, không rõ ràng	[曖昧[あいまい]]							名詞 形容動詞
Tính cụ thể	[具体[ぐたい]][的[てき]]							形容動詞
Tính trừu tượng	[抽象[ちゅうしょう]][的[てき]]							形容動詞
Giống nhau, tương đương, bằng nhau;<br>Đều, không đổi	[等[ひと]]しい							形容詞
Bình đẳng	[平等[びょうどう]]							名詞 形容動詞
Công bằng	[公平[こうへい]]							名詞 形容動詞
Bất bình<br>(gần nghĩa với 文句)	[不平[ふへい]]							名詞
Nhân vật	[人物[じんぶつ]]							名詞
Người, kẻ<br>(coi nhẹ)	[者[もの]]							名詞
Mỗi người, mỗi cá nhân	[各自[かくじ]]							名詞
Tâm trạng, hứng;<br>Cảm thấy, cảm xúc	[気分[きぶん]]							名詞
Cảm giác, linh cảm, có dấu hiệu	[気配[けはい]]							名詞
Lẽ sống	[生[い]]き[甲斐[がい]]							名詞
Cách cư xử	[行儀[ぎょうぎ]]							名詞
Hình ảnh, bóng dáng	[姿[すがた]]							名詞
Tư thế, thái độ;<br>Lập trường	[姿勢[しせい]]							名詞
Vẻ ngoài	[見[み]]かけ							名詞
Vẻ bề ngoài	[見[み]]た[目[め]]							名詞
Giả vờ	[振[ふ]]り							名詞
Phàn nàn	[苦情[くじょう]]							名詞
Viện cớ, viện lí do	[口実[こうじつ]]			văn viết của 言い訳				名詞
Động cơ (hành động);<br>Nguyên cớ	[動機[どうき]]							名詞
Mỉa mai (gián tiếp)	[皮肉[ひにく]]							名詞 形容動詞
Ý nghĩa + giá trị	[意義[いぎ]]							名詞
Nguyên tắc, niềm tin;<br>Chủ nghĩa	[主義[しゅぎ]]							名詞
Tinh thần	[精神[せいしん]]							名詞
Những năm ~;<br>Niên đại	[年代[ねんだい]]							名詞
Thời đại, thế hệ	[世代[せだい]]							名詞
Nền móng	[基礎[きそ]]							名詞
Tiêu chí	[基準[きじゅん]]							名詞
Tiêu chuẩn	[標準[ひょうじゅん]]							名詞
Điển hình	[典型[てんけい]]							名詞
Tiếng địa phương	[方言[ほうげん]]							名詞
Phân bố	[分布[ぶんぷ]]							スル 名詞
Văn minh	[文明[ぶんめい]]							名詞
Phổ cập, phổ biến	[普及[ふきゅう]]							スル 名詞
Hạn chế	[制限[せいげん]]							スル 名詞
Mức độ giới hạn, hạn mức	[限度[げんど]]							名詞
Giới hạn	[限界[げんかい]]							名詞
cân nhắc, suy xét	[検討[けんとう]]	<b>検討</b>の余地がある<br>問題点を<b>検討</b>する	よく調べ考えること。種々の面から調べて、良いか悪いかを考えること。					スル 名詞
Lựa chọn<br>(những đồ khác nhau)	[選択[せんたく]]							スル 名詞
Xem xét, suy tính	[考慮[こうりょ]]							スル 名詞
Coi trọng	[重視[じゅうし]]							スル 名詞
Dự đoán, ước tính	[見当[けんとう]]							名詞
Đính chính	[訂正[ていせい]]							スル 名詞
Sửa lại, điều chỉnh (thứ không phù hợp)	[修正[しゅうせい]]	文章の誤りを<b>修正</b>する<br><b>修正</b>案<br>軌道<b>修正</b>						スル 名詞
Chống đối	[反抗[はんこう]]							スル 名詞
Kháng cự	[抵抗[ていこう]]							スル 名詞
Tai họa	[災難[さいなん]]	<b>災難</b>に見舞われる			"<img src=""paste-8cd9398569dbca4db9f27a0bc727d4d01d1d1c91.jpg"">"			名詞
Xui xẻo<br>(mức độ trung bình)	[運[うん]]が[悪[わる]]い							形容詞
Không may<br>(mức độ thấp, không gây hậu quả xấu)	[付[つ]]いてない							形容詞
Nhiễm bẩn	[汚染[おせん]]							スル 名詞
Hại	[害[がい]]							名詞
Truyền nhiễm	[伝染[でんせん]]							スル 名詞
Đối sách, biện pháp đối phó	[対策[たいさく]]							名詞
xử trí	[処置[しょち]]	適切に<b>処置</b>する	その場や状況に応じた判断をし手だてを講じて、物事に始末をつけること。					スル 名詞
Tiêu hủy, trừng trị	[処分[しょぶん]]							スル 名詞
Xử lý	[処理[しょり]]							スル 名詞
Vòng, lặp	[輪[わ]]							名詞
Lồi lõm, ổ gà<br>Nghĩa bóng: khập khiễng, đực cái, tăng giảm,...	[凸凹[おうとつ]]							名詞 形容動詞
Dấu vết	[跡[あと]]							名詞
Công sức	[手間[てま]]							名詞
Hiệu quả, năng suất	[能率[のうりつ]]							名詞
Hiệu năng	[性能[せいのう]]							名詞
Vận hành	[操作[そうさ]]							スル 名詞
Phát huy	[発揮[はっき]]							スル 名詞
Đỉnh, đứng đầu	[頂点[ちょうてん]]	山の<b>頂点</b><br>画壇の<b>頂点</b>に立つ巨匠						名詞
Xung quanh, ngoại vi	[周辺[しゅうへん]]							名詞
Hiện trường;<br>Nơi thực hiện công việc	[現場[げんば]]							名詞
Trạng thái, tình trạng (xấu lẫn tốt)	[状況[じょうきょう]]							名詞
Tổ chức	[組織[そしき]]							スル 名詞
Chế độ, hệ thống	[制度[せいど]]							名詞
Cấu trúc, cấu thành	[構成[こうせい]]	国会は衆議院と参議院とで<b>構成</b>されている<br>家族<b>構成</b>						スル 名詞
Hình thức;<br>Định dạng	[形式[けいしき]]							名詞
Khuynh hướng	[傾向[けいこう]]							スル 名詞
Phương châm, chính sách	[方針[ほうしん]]							名詞
Triệt để	[徹底[てってい]]							スル 名詞
Phân tích	[分析[ぶんせき]]							スル 名詞
Duy trì (giữ trạng thái)	[維持[いじ]]							スル 名詞
Quản lý, điều hành, điều khiển	[管理[かんり]]							スル 名詞
Tung tích, hành tung	[行方[ゆくえ]]							名詞
Bờ, cạnh, mép	[端[はじ]]・[端[はじ]]・[端[はじ]]							名詞
Nơi, địa điểm	[場[ば]]							名詞
Lĩnh vực	[分野[ぶんや]]							名詞
Nhu cầu (nguồn cầu)	[需要[じゅよう]]							名詞
Cung cấp (nguồn cung)	[供給[きょうきゅう]]							スル 名詞
Nhu yếu phẩm	[物資[ぶっし]]							名詞
Cách sử dụng	[用途[ようと]]							名詞
Liên quan, quan hệ	[関連[かんれん]]							スル 名詞
Tiêu hao, hao tổn	[消耗[しょうもう]]							スル 名詞
Khuyết điểm, thiếu sót	[欠陥[けっかん]]							名詞
Dự bị, dự phòng	[予備[よび]]							名詞
Đính kèm	[付属[ふぞく]]							スル 名詞
Chuẩn bị	[手当[てあ]]て	資金の<b>手当(て)</b>がつく						スル 名詞
Nguyên, ban đầu, vốn dĩ	[元[もと]]							名詞
Mặt, mặt phẳng, diện mạo;<br>Tẩu	[面[めん]]							名詞
Thuyết, giả thuyết;<br>Nguyên tắc	[説[せつ]]							名詞
Sai khác, khoảng cách;<br>Hiệu (kết quả phép trừ)	[差[さ]]							名詞
Giữa, trong khoảng;<br>Đơn vị đo chiều dài (けん = .m)	[間[ま]]							名詞
Thành phần, suất, phần;<br>Thân phận	[分[ぶん]]							名詞
Cơ bắp	[筋[すじ]]	肩の<b>筋</b>が凝る						名詞
Dư, thừa;<br>Bình tĩnh, thoải mái	[余裕[よゆう]]			Nghĩa tích cực				名詞
Dư thừa<br>(không cần thiết)	[余計[よけい]]							名詞
Gánh vác, gánh nặng	[負担[ふたん]]							スル 名詞
Bảo hành<br>(bảo đảm và có trách nhiệm)	[保証[ほしょう]]							スル 名詞
Thúc giục	[催促[さいそく]]							スル 名詞
Thành lập	[成立[せいりつ]]							スル 名詞
Mâu thuẫn	[矛盾[むじゅん]]							スル 名詞
Tồn tại;<br>Có thể thế cho đối tượng tồn tại nào đó	[存在[そんざい]]							スル 名詞
Đan	[編[あ]]む							五段動詞 他動詞
May, khâu	[縫[ぬ]]う			(Nghĩa bóng) <br>Tranh thủ, tận dụng không gian - thời gian				五段動詞 他動詞
Chỉ vào;<br>Ám chỉ	[指[さ]]す							五段動詞 他動詞
Chỉ ra, biểu thị	[示[しめ]]す							五段動詞 他動詞
Chảy vào	[注[そそ]]ぐ	淀川は大阪湾に<b>注ぐ</b>			"<img src=""paste-2037080d2192329db861eab8435554ce963fdc5e.jpg"">"			五段動詞 自動詞
[漱[すす]]ぐ	súc (miệng)	<ruby>口<rp>(</rp><rt>くち</rt><rp>)</rp></ruby>を<b><ruby>漱<rp>(</rp><rt>すす</rt><rp>)</rp></ruby>ぐ</b>			"<img alt=""うがいのイラスト素材 [8609540] - PIXTA"" src=""paste-6082d13877f6c15b6dc1413ce521eee89b774e99.jpg"">"			五段動詞 他動詞
Sờ;<br>Động chạm tới	[触[さわ]]る			Mang tính ý chí				五段動詞 自動詞
Chạm, đề cập	[触[ふ]]れる		mức độ tiếp xúc nhẹ<br>dùng cho những thứ trừu tượng					一段動詞 自動詞
Ôm, che, bao bọc;<br>Bảo vệ (1 cách có trách nhiệm);<br>Mắc phải (thứ nguy hiểm);<br>Thuê người về làm;<br>Duy trì	[抱[かか]]える							一段動詞 他動詞
Mang, vác	[担[かつ]]ぐ							五段動詞 他動詞
Vẽ, phác hoạ, hình dung<br>かく：chỉ sử dụng với tranh	[描[えが]]く・[描[えが]]く							五段動詞 他動詞
Bị vỡ vụn;<br>Suồng sã, thân mật	[砕[くだ]]ける							一段動詞 自動詞
Đập nhỏ, nghiền, làm nhỏ;	[砕[くだ]]く							五段動詞 他動詞
Không có khoảng trống, tắc nghẽn;<br>Bận	[塞[ふさ]]がる							五段動詞 自動詞
Làm kín, lấp đầy, vá	[塞[ふさ]]ぐ	襖の破れ目を<b>塞ぐ</b><br>決壊部分を<b>塞ぐ</b>						五段動詞 他動詞 自動詞
Tránh, tránh xa<br>(mối nguy hiểm)	[避[さ]]ける							一段動詞 他動詞
Tránh (mối nguy hiểm)	[避[さ]]ける			dùng cho thứ hữu hình				一段動詞 他動詞
Lệch, trượt;<br>Lạc đề, lan man;<br>Lạc nhịp	逸れる							一段動詞 自動詞
